Order_ID,Order_Date,Store_ID,Store_Name,City,State,Region,Customer_ID,Customer_Gender,Product_Category,Product_Name,Quantity,Unit_Price,Revenue,Payment_Mode,Year,Month,Month_Name,Quarter
ORD1162,2024-04-04,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0181,Male,Grocery,Tropicana Orange Juice 1L Pack of 6,1,744,744,Credit Card,2024,4,April,2
ORD0202,2024-04-05,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0397,Male,Fashion,Raymond Men's Formal Shirt,1,2113,2113,Net Banking,2024,4,April,2
ORD1128,2024-04-05,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0010,Male,Grocery,Fortune Refined Sunflower Oil 5L,2,721,1442,Credit Card,2024,4,April,2
ORD0108,2024-04-06,STR008,Lulu Mall Coimbatore,Coimbatore,Tamil Nadu,South,CUST0245,Female,Fashion,Puma Men's Track Pants,1,1589,1589,UPI,2024,4,April,2
ORD0270,2024-04-06,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0602,Male,Grocery,Tata Salt Iodized 1kg Pack of 5,5,188,940,Cash,2024,4,April,2
ORD0347,2024-04-06,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0303,Male,Home Appliances,Crompton 25L Geyser Water Heater,1,8027,8027,Credit Card,2024,4,April,2
ORD0770,2024-04-06,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0469,Male,Electronics,Apple iPhone 15,5,74724,373620,Cash,2024,4,April,2
ORD1006,2024-04-06,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0715,Female,Fashion,H&M Women's Handbag,1,4287,4287,Credit Card,2024,4,April,2
ORD0030,2024-04-07,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0060,Male,Home Appliances,Voltas 1.5T 3 Star Split AC,2,32821,65642,Net Banking,2024,4,April,2
ORD0049,2024-04-07,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0726,Female,Electronics,JBL Portable Bluetooth Speaker,1,4614,4614,Cash,2024,4,April,2
ORD0105,2024-04-07,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0521,Male,Beauty,Nykaa Lipstick Set of 5,1,1324,1324,Net Banking,2024,4,April,2
ORD0193,2024-04-07,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0800,Male,Beauty,Dove Body Lotion 400ml,1,439,439,Debit Card,2024,4,April,2
ORD0440,2024-04-07,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0005,Male,Fashion,W Women's Casual Dress,1,2439,2439,UPI,2024,4,April,2
ORD0646,2024-04-07,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0408,Female,Home Appliances,Usha Table Fan 3 Speed,1,2444,2444,Debit Card,2024,4,April,2
ORD0863,2024-04-07,STR008,Lulu Mall Coimbatore,Coimbatore,Tamil Nadu,South,CUST0273,Female,Home Appliances,Philips Steam Iron 2400W,2,2466,4932,Credit Card,2024,4,April,2
ORD1151,2024-04-07,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0408,Female,Grocery,MTR Ready-to-Eat Meals Pack of 10,1,1397,1397,UPI,2024,4,April,2
ORD0026,2024-04-08,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0460,Male,Grocery,Britannia Digestive Biscuits Multipack,1,368,368,Cash,2024,4,April,2
ORD0174,2024-04-08,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0141,Male,Electronics,LG Front Load Washing Machine,3,48635,145905,EMI,2024,4,April,2
ORD0178,2024-04-09,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0585,Female,Grocery,Britannia Digestive Biscuits Multipack,2,347,694,UPI,2024,4,April,2
ORD0211,2024-04-10,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0565,Female,Electronics,Dell Inspiron Laptop,2,65133,130266,Net Banking,2024,4,April,2
ORD0363,2024-04-10,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0560,Male,Electronics,Canon EOS 200D Camera,1,40783,40783,Debit Card,2024,4,April,2
ORD0483,2024-04-10,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0199,Female,Grocery,Amul Gold Full Cream Milk 6 Litres,5,383,1915,EMI,2024,4,April,2
ORD0559,2024-04-10,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0757,Male,Grocery,Organic India Premium Basmati Rice 5kg,2,540,1080,Credit Card,2024,4,April,2
ORD0784,2024-04-10,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0552,Female,Grocery,Amul Gold Full Cream Milk 6 Litres,1,425,425,UPI,2024,4,April,2
ORD0119,2024-04-11,STR008,Lulu Mall Coimbatore,Coimbatore,Tamil Nadu,South,CUST0495,Male,Fashion,Titan Raga Ladies Watch,2,7940,15880,EMI,2024,4,April,2
ORD0162,2024-04-11,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0157,Male,Electronics,Samsung Galaxy Tab S9,3,50202,150606,Net Banking,2024,4,April,2
ORD0630,2024-04-11,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0469,Male,Electronics,JBL Portable Bluetooth Speaker,1,5497,5497,UPI,2024,4,April,2
ORD0192,2024-04-12,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0324,Female,Grocery,MTR Ready-to-Eat Meals Pack of 10,1,1142,1142,EMI,2024,4,April,2
ORD0238,2024-04-13,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0278,Female,Electronics,Philips Air Fryer,1,9807,9807,Cash,2024,4,April,2
ORD0449,2024-04-13,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0420,Female,Electronics,JBL Portable Bluetooth Speaker,4,7066,28264,EMI,2024,4,April,2
ORD0540,2024-04-13,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0531,Female,Electronics,Philips Air Fryer,2,9182,18364,Credit Card,2024,4,April,2
ORD0754,2024-04-13,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0033,Male,Fashion,Fabindia Women's Kurta Set,2,3244,6488,UPI,2024,4,April,2
ORD0272,2024-04-14,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0246,Female,Home Appliances,Philips Steam Iron 2400W,2,3154,6308,Debit Card,2024,4,April,2
ORD0316,2024-04-15,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0721,Male,Grocery,MTR Ready-to-Eat Meals Pack of 10,1,995,995,Credit Card,2024,4,April,2
ORD0400,2024-04-15,STR008,Lulu Mall Coimbatore,Coimbatore,Tamil Nadu,South,CUST0420,Female,Grocery,Britannia Digestive Biscuits Multipack,1,310,310,UPI,2024,4,April,2
ORD0494,2024-04-15,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0720,Female,Grocery,Amul Gold Full Cream Milk 6 Litres,1,447,447,UPI,2024,4,April,2
ORD0532,2024-04-15,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0324,Female,Fashion,Nike Running Shoes Men,2,5245,10490,Debit Card,2024,4,April,2
ORD0551,2024-04-15,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0256,Female,Electronics,LG Front Load Washing Machine,4,35928,143712,EMI,2024,4,April,2
ORD0601,2024-04-16,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0082,Female,Home Appliances,Voltas 1.5T 3 Star Split AC,2,37913,75826,UPI,2024,4,April,2
ORD0803,2024-04-17,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0081,Female,Grocery,Amul Gold Full Cream Milk 6 Litres,1,369,369,UPI,2024,4,April,2
ORD1005,2024-04-17,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0529,Female,Home Appliances,Kent Grand Plus RO Water Purifier,3,17790,53370,Debit Card,2024,4,April,2
ORD0271,2024-04-18,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0760,Male,Home Appliances,Kent Grand Plus RO Water Purifier,2,16987,33974,EMI,2024,4,April,2
ORD0286,2024-04-18,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0709,Female,Fashion,Fabindia Women's Kurta Set,4,2901,11604,Net Banking,2024,4,April,2
ORD0335,2024-04-18,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0331,Female,Fashion,Titan Raga Ladies Watch,2,6069,12138,UPI,2024,4,April,2
ORD0409,2024-04-18,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0130,Male,Grocery,Nescafe Classic Coffee 200g,5,651,3255,EMI,2024,4,April,2
ORD1192,2024-04-18,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0775,Female,Electronics,Sony Headphones WH-1000XM5,4,13229,52916,Credit Card,2024,4,April,2
ORD0062,2024-04-19,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0418,Female,Grocery,Nescafe Classic Coffee 200g,1,615,615,UPI,2024,4,April,2
ORD0608,2024-04-19,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0564,Female,Fashion,H&M Women's Handbag,5,3832,19160,Cash,2024,4,April,2
ORD0610,2024-04-19,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0023,Female,Beauty,Himalaya Purifying Neem Face Wash,2,342,684,Net Banking,2024,4,April,2
ORD0809,2024-04-19,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0725,Female,Fashion,Titan Raga Ladies Watch,2,6516,13032,Cash,2024,4,April,2
ORD0923,2024-04-19,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0566,Female,Grocery,Tropicana Orange Juice 1L Pack of 6,1,611,611,Net Banking,2024,4,April,2
ORD0221,2024-04-20,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0050,Male,Fashion,Titan Raga Ladies Watch,2,11904,23808,UPI,2024,4,April,2
ORD0469,2024-04-20,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0196,Female,Electronics,Canon EOS 200D Camera,4,41523,166092,EMI,2024,4,April,2
ORD0787,2024-04-20,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0455,Female,Home Appliances,Usha Table Fan 3 Speed,3,1835,5505,UPI,2024,4,April,2
ORD0252,2024-04-21,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0697,Male,Grocery,MTR Ready-to-Eat Meals Pack of 10,1,1260,1260,Net Banking,2024,4,April,2
ORD0256,2024-04-21,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0047,Female,Fashion,Fabindia Women's Kurta Set,5,2608,13040,Cash,2024,4,April,2
ORD0263,2024-04-21,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0795,Male,Electronics,Dell Inspiron Laptop,3,52673,158019,EMI,2024,4,April,2
ORD0279,2024-04-21,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0383,Male,Grocery,Fresh Fruits Combo Basket,2,1094,2188,Cash,2024,4,April,2
ORD0997,2024-04-21,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0387,Male,Beauty,Dove Body Lotion 400ml,2,430,860,Credit Card,2024,4,April,2
ORD0987,2024-04-22,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0737,Male,Fashion,Arrow Men's Formal Trouser,1,2303,2303,Cash,2024,4,April,2
ORD0045,2024-04-23,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0472,Female,Fashion,Adidas Women's Sports Shoes,1,3913,3913,Credit Card,2024,4,April,2
ORD0309,2024-04-23,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0532,Male,Grocery,Nescafe Classic Coffee 200g,3,718,2154,Net Banking,2024,4,April,2
ORD0467,2024-04-23,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0364,Female,Grocery,Tata Salt Iodized 1kg Pack of 5,1,239,239,Credit Card,2024,4,April,2
ORD0617,2024-04-23,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0690,Female,Beauty,Mamaearth Onion Hair Oil 250ml,2,694,1388,Credit Card,2024,4,April,2
ORD0800,2024-04-23,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0573,Male,Fashion,Fabindia Women's Kurta Set,3,1738,5214,Cash,2024,4,April,2
ORD0466,2024-04-24,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0340,Female,Home Appliances,Morphy Richards OTG 60L,1,10707,10707,EMI,2024,4,April,2
ORD0968,2024-04-24,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0431,Female,Fashion,Puma Men's Track Pants,1,1898,1898,Net Banking,2024,4,April,2
ORD1079,2024-04-24,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0298,Male,Electronics,Redmi Note 13 Pro,2,24066,48132,Credit Card,2024,4,April,2
ORD1171,2024-04-24,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0289,Female,Electronics,Redmi Note 13 Pro,1,18969,18969,Cash,2024,4,April,2
ORD0397,2024-04-25,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0076,Male,Fashion,W Women's Casual Dress,5,2334,11670,Cash,2024,4,April,2
ORD0405,2024-04-25,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0578,Male,Electronics,LG Front Load Washing Machine,2,34808,69616,Net Banking,2024,4,April,2
ORD0423,2024-04-25,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0276,Female,Grocery,Organic India Premium Basmati Rice 5kg,4,692,2768,EMI,2024,4,April,2
ORD0965,2024-04-26,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0747,Female,Electronics,"Samsung 55"" Smart TV",2,67707,135414,Net Banking,2024,4,April,2
ORD0526,2024-04-27,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0136,Male,Electronics,JBL Portable Bluetooth Speaker,2,7131,14262,Credit Card,2024,4,April,2
ORD0756,2024-04-27,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0535,Female,Beauty,Forest Essentials Luxury Face Wash,2,1805,3610,UPI,2024,4,April,2
ORD0515,2024-04-29,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0212,Female,Fashion,H&M Women's Handbag,1,2190,2190,EMI,2024,4,April,2
ORD0612,2024-04-29,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0308,Male,Grocery,Fresh Fruits Combo Basket,3,822,2466,EMI,2024,4,April,2
ORD0962,2024-04-29,STR008,Lulu Mall Coimbatore,Coimbatore,Tamil Nadu,South,CUST0372,Male,Fashion,Titan Raga Ladies Watch,1,6712,6712,EMI,2024,4,April,2
ORD1038,2024-04-29,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0778,Male,Fashion,Puma Men's Track Pants,2,1998,3996,Cash,2024,4,April,2
ORD0061,2024-04-30,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0328,Male,Electronics,Sony Headphones WH-1000XM5,2,11137,22274,EMI,2024,4,April,2
ORD0113,2024-04-30,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0295,Male,Home Appliances,Philips Steam Iron 2400W,3,2401,7203,EMI,2024,4,April,2
ORD0463,2024-04-30,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0455,Female,Electronics,Samsung Galaxy Tab S9,1,49649,49649,UPI,2024,4,April,2
ORD0711,2024-04-30,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0541,Male,Fashion,Fabindia Women's Kurta Set,1,3481,3481,Credit Card,2024,4,April,2
ORD0746,2024-04-30,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0543,Male,Grocery,MTR Ready-to-Eat Meals Pack of 10,1,1159,1159,EMI,2024,4,April,2
ORD0847,2024-04-30,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0224,Male,Electronics,Sony Headphones WH-1000XM5,2,10249,20498,Debit Card,2024,4,April,2
ORD0865,2024-04-30,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0255,Female,Grocery,Haldiram's Bhujia Sev 1kg,1,321,321,Credit Card,2024,4,April,2
ORD1045,2024-04-30,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0437,Female,Fashion,Adidas Women's Sports Shoes,2,4003,8006,Net Banking,2024,4,April,2
ORD0023,2024-05-01,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0498,Male,Grocery,Fresh Fruits Combo Basket,2,1190,2380,UPI,2024,5,May,2
ORD0365,2024-05-01,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0062,Male,Home Appliances,Bajaj 750W Mixer Grinder,4,2679,10716,Net Banking,2024,5,May,2
ORD0846,2024-05-01,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0792,Female,Fashion,Titan Raga Ladies Watch,1,11039,11039,EMI,2024,5,May,2
ORD1135,2024-05-01,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0351,Female,Beauty,Lakme Absolute Foundation SPF15,2,1244,2488,Debit Card,2024,5,May,2
ORD0579,2024-05-02,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0628,Female,Fashion,Arrow Men's Formal Trouser,2,2350,4700,Cash,2024,5,May,2
ORD0897,2024-05-03,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0642,Male,Electronics,Samsung Galaxy Tab S9,2,39855,79710,Cash,2024,5,May,2
ORD1075,2024-05-03,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0175,Male,Electronics,"Samsung 55"" Smart TV",4,50250,201000,Debit Card,2024,5,May,2
ORD0134,2024-05-04,STR008,Lulu Mall Coimbatore,Coimbatore,Tamil Nadu,South,CUST0579,Male,Electronics,JBL Portable Bluetooth Speaker,2,4697,9394,Credit Card,2024,5,May,2
ORD0899,2024-05-04,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0584,Female,Electronics,"Samsung 55"" Smart TV",2,48364,96728,EMI,2024,5,May,2
ORD1042,2024-05-04,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0056,Male,Home Appliances,Crompton 25L Geyser Water Heater,4,8490,33960,Net Banking,2024,5,May,2
ORD0645,2024-05-05,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0406,Male,Grocery,MTR Ready-to-Eat Meals Pack of 10,2,1291,2582,Cash,2024,5,May,2
ORD0656,2024-05-05,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0285,Male,Electronics,Apple iPhone 15,2,70902,141804,Cash,2024,5,May,2
ORD1017,2024-05-06,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0583,Female,Grocery,Fresh Fruits Combo Basket,3,640,1920,Debit Card,2024,5,May,2
ORD0331,2024-05-07,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0330,Male,Home Appliances,Philips Steam Iron 2400W,1,3202,3202,EMI,2024,5,May,2
ORD1046,2024-05-07,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0591,Female,Beauty,Forest Essentials Luxury Face Wash,4,1478,5912,UPI,2024,5,May,2
ORD0122,2024-05-08,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0739,Male,Grocery,Organic India Premium Basmati Rice 5kg,3,608,1824,Cash,2024,5,May,2
ORD0482,2024-05-08,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0800,Female,Home Appliances,Morphy Richards OTG 60L,2,11820,23640,Net Banking,2024,5,May,2
ORD1024,2024-05-08,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0140,Female,Grocery,Haldiram's Bhujia Sev 1kg,2,424,848,Cash,2024,5,May,2
ORD0068,2024-05-09,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0482,Male,Home Appliances,Voltas 1.5T 3 Star Split AC,1,37733,37733,Cash,2024,5,May,2
ORD0189,2024-05-09,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0366,Male,Fashion,Fabindia Women's Kurta Set,2,3080,6160,Debit Card,2024,5,May,2
ORD0805,2024-05-09,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0309,Male,Home Appliances,Bajaj 750W Mixer Grinder,1,4964,4964,Credit Card,2024,5,May,2
ORD0966,2024-05-09,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0465,Male,Beauty,Lakme Absolute Foundation SPF15,2,1130,2260,UPI,2024,5,May,2
ORD0117,2024-05-10,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0683,Male,Beauty,Park Avenue Signature Perfume 100ml,2,2389,4778,Credit Card,2024,5,May,2
ORD0144,2024-05-10,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0157,Female,Electronics,LG Front Load Washing Machine,2,35054,70108,EMI,2024,5,May,2
ORD0078,2024-05-12,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0611,Female,Grocery,MTR Ready-to-Eat Meals Pack of 10,1,1385,1385,Credit Card,2024,5,May,2
ORD0496,2024-05-12,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0462,Female,Grocery,Organic India Premium Basmati Rice 5kg,2,649,1298,Net Banking,2024,5,May,2
ORD0626,2024-05-12,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0638,Male,Grocery,Organic India Premium Basmati Rice 5kg,2,642,1284,EMI,2024,5,May,2
ORD0662,2024-05-12,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0639,Female,Beauty,Mamaearth Onion Hair Oil 250ml,2,688,1376,EMI,2024,5,May,2
ORD0685,2024-05-12,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0402,Male,Grocery,Tata Salt Iodized 1kg Pack of 5,4,250,1000,Debit Card,2024,5,May,2
ORD0925,2024-05-12,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0363,Male,Electronics,LG Front Load Washing Machine,1,46704,46704,EMI,2024,5,May,2
ORD0947,2024-05-12,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0124,Male,Fashion,Titan Raga Ladies Watch,1,9800,9800,Net Banking,2024,5,May,2
ORD0533,2024-05-13,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0434,Female,Grocery,Nescafe Classic Coffee 200g,1,793,793,Net Banking,2024,5,May,2
ORD0708,2024-05-13,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0485,Male,Grocery,Britannia Digestive Biscuits Multipack,1,256,256,Cash,2024,5,May,2
ORD0874,2024-05-13,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0479,Female,Electronics,Samsung Galaxy Tab S9,2,36336,72672,EMI,2024,5,May,2
ORD0956,2024-05-13,STR008,Lulu Mall Coimbatore,Coimbatore,Tamil Nadu,South,CUST0725,Female,Fashion,W Women's Casual Dress,1,2499,2499,Net Banking,2024,5,May,2
ORD0350,2024-05-14,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0062,Female,Grocery,MTR Ready-to-Eat Meals Pack of 10,2,1292,2584,EMI,2024,5,May,2
ORD1137,2024-05-14,STR008,Lulu Mall Coimbatore,Coimbatore,Tamil Nadu,South,CUST0254,Female,Electronics,LG Front Load Washing Machine,3,54975,164925,Net Banking,2024,5,May,2
ORD0029,2024-05-15,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0466,Female,Grocery,MTR Ready-to-Eat Meals Pack of 10,3,1238,3714,Credit Card,2024,5,May,2
ORD0092,2024-05-15,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0641,Male,Grocery,MTR Ready-to-Eat Meals Pack of 10,2,1015,2030,Debit Card,2024,5,May,2
ORD0137,2024-05-15,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0760,Female,Grocery,Amul Gold Full Cream Milk 6 Litres,2,420,840,Debit Card,2024,5,May,2
ORD0452,2024-05-15,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0103,Male,Beauty,Nykaa Lipstick Set of 5,3,1268,3804,Debit Card,2024,5,May,2
ORD0930,2024-05-15,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0652,Female,Beauty,Park Avenue Signature Perfume 100ml,5,3298,16490,Credit Card,2024,5,May,2
ORD0106,2024-05-16,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0290,Female,Home Appliances,Eureka Forbes Roboclean Vacuum,2,13406,26812,Credit Card,2024,5,May,2
ORD0910,2024-05-16,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0707,Male,Home Appliances,Kent Grand Plus RO Water Purifier,2,21545,43090,Cash,2024,5,May,2
ORD0332,2024-05-17,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0385,Female,Electronics,LG Front Load Washing Machine,2,45200,90400,Debit Card,2024,5,May,2
ORD0355,2024-05-17,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0121,Male,Fashion,Puma Men's Track Pants,2,2057,4114,Debit Card,2024,5,May,2
ORD1193,2024-05-17,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0584,Male,Grocery,Haldiram's Bhujia Sev 1kg,1,311,311,Cash,2024,5,May,2
ORD0360,2024-05-18,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0586,Female,Electronics,"Samsung 55"" Smart TV",1,50876,50876,Net Banking,2024,5,May,2
ORD0642,2024-05-18,STR008,Lulu Mall Coimbatore,Coimbatore,Tamil Nadu,South,CUST0228,Male,Home Appliances,Bajaj 750W Mixer Grinder,4,3225,12900,UPI,2024,5,May,2
ORD0764,2024-05-18,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0628,Male,Home Appliances,Bajaj 750W Mixer Grinder,3,3875,11625,Cash,2024,5,May,2
ORD0573,2024-05-19,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0139,Male,Grocery,Haldiram's Bhujia Sev 1kg,3,461,1383,Net Banking,2024,5,May,2
ORD0796,2024-05-19,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0652,Female,Electronics,Dell Inspiron Laptop,2,62354,124708,Cash,2024,5,May,2
ORD0953,2024-05-19,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0697,Female,Beauty,Forest Essentials Luxury Face Wash,3,1799,5397,Debit Card,2024,5,May,2
ORD0236,2024-05-20,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0588,Female,Beauty,VLCC Anti Aging Serum 30ml,5,1053,5265,Credit Card,2024,5,May,2
ORD0553,2024-05-20,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0783,Female,Fashion,Titan Raga Ladies Watch,1,6050,6050,UPI,2024,5,May,2
ORD0967,2024-05-20,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0531,Female,Grocery,MTR Ready-to-Eat Meals Pack of 10,1,1288,1288,EMI,2024,5,May,2
ORD1085,2024-05-20,STR008,Lulu Mall Coimbatore,Coimbatore,Tamil Nadu,South,CUST0724,Female,Grocery,Fortune Refined Sunflower Oil 5L,1,826,826,UPI,2024,5,May,2
